,screen_name,Tweet
787,CaracolRadio,{'translation_text': '#Click  The Personal Limit prevents someone from invading the personal space of their avatar. https://t.co/mRLZctupXp'}
788,CaracolRadio,{'translation_text': '#6AM  Vice President and Foreign Minister Marta Lucía Ramírez told about the meeting with this country and the concern with Venezuela. https://t.co/C2XFpUPpvF'}
789,CaracolRadio,{'translation_text': '#Entretenimiento  The film has achieved three nominations for the 94th edition of these awards. https://t.co/chizogChqx'}
790,CaracolRadio,{'translation_text': '#Pets Foods that are toxic to dogs https://t.co/jPbeeAVXKb https://t.co/tpAIJtjNWQ'}
791,CaracolRadio,{'translation_text': '#10AM About Oscar Award Nominations Who deserves an award in this country? Participate with #VanessaUnAwardFor'}
792,CaracolRadio,"{'translation_text': ""#Global   Local authorities found Ashley Wadsworth's body with multiple stab wounds. https://t.co/cSJENVJOUH""}"
793,CaracolRadio,{'translation_text': '#6AM  The editor president of this media reported how it happened and the debt of 13 million dollars of course moral damage. https://t.co/qfLKpW9Ia1'}
794,CaracolRadio,{'translation_text': '#Bogotá  Know the weather forecast that will prevail today in the capital. https://t.co/Q0cxpD6mdr'}
795,CaracolRadio,{'translation_text': '#International  The Israeli man would have swindled dozens of women he met through Tinder for an estimated $10 million. https://t.co/7NuW4kHM7Z'}
796,CaracolRadio,"{'translation_text': '#Pereira  This landslide caused the tamponamiento of several homes, damming of the Otún river and apparently there are several people trapped. https://t.co/FtmArdFlbO'}"
797,CaracolRadio,{'translation_text': '#International  In a letter he expressed deep shame and great pain over the cases reported in the Church. https://t.co/brusU7LpXA'}
798,CaracolRadio,{'translation_text': '#6AM  Monsignor Rubén Jaramillo said the church will continue to accompany the people in the presence of drug trafficking groups. https://t.co/bEtV1ShabA'}
799,CaracolRadio,{'translation_text': '#Regional  Several roads in two municipalities in the area would have had to move to urban areas due to food insecurity. https://t.co/LGwSvWwxeG'}
800,BluRadioCo,{'translation_text': '205 new deaths by coronavirus confirmed in Colombia: 136.197 #VocesySounds https://t.co/M1859Ffwzp'}
801,BluRadioCo,{'translation_text': '#AlAir Ecopetrol President Felipe Bayón talks about the investment plan that was presented this Tuesday Listen #TomorrowsBLU »» https://t.co/6WKyAWZu9n «https://t.co/PdBbbpkUBTB'}
802,BluRadioCo,{'translation_text': 'Transit of Soacha violated jurisdiction of Bogotá for helping official crash official car #VocesySounds https://t.co/7nBxDkW1nA'}
803,BluRadioCo,"{'translation_text': ""#Viral Strange 'shadow game' during presidential act causes shame in Peru https://t.co/2mVvKABTxg""}"
804,BluRadioCo,"{'translation_text': 'In Bogotá, two brothers died because of a gap #VocesySounds https://t.co/iYB3r7foPk'}"
805,BluRadioCo,"{'translation_text': '#AlAir Alexánder Galindo, Director of Risk Management of the Mayor of Pereira, reports the balance that leaves the tragedy caused by the slippage in the neighborhood La Esneda #TragediaEnPereira Listen #TomorrowsBLU »» https://t.co/6WKyAWZu9n «« https://t.co/htLH8kTUWC'}"
806,BluRadioCo,{'translation_text': 'Catholic women who helped uncover a network of 38 priests who abused children in Colombia #Nación https://t.co/EQG6tS6cHb'}
807,BluRadioCo,{'translation_text': 'Ecopetrol revealed that it will invest up to $6 billion annually until 2040 #VocesySounds https://t.co/GAIn2wEVep'}
808,BluRadioCo,"{'translation_text': 'Pope Francis\' harsh sermon against euthanasia: ""We must accompany death, not provoke it"" #VocesySounds https://t.co/vb14u0c9sY'}"
809,BluRadioCo,"{'translation_text': 'Red Cross and Huila lottery results for Tuesday, 8 February #SuerteyAzar https://t.co/4Kw6jy3SBb'}"
810,BluRadioCo,{'translation_text': 'Confirm case of ‘Coronadengue’: woman tested positive for COVID-19 and dengue #VocesySounds https://t.co/jvaJVFtcvE'}
811,BluRadioCo,"{'translation_text': '""The river is being dammed up"": desperate cry from a woman before the tragedy in Risaralda #VocesySounds https://t.co/GQ7s2VhCve'}"
812,BluRadioCo,{'translation_text': 'Slide the Pereira already leaves 16 dead: rescue work restarts this Wednesday #TomorrowsBLU https://t.co/mGbjZFlwYl'}
813,BluRadioCo,{'translation_text': 'Bogotá air quality recorded moderate conditions on Tuesday #VocesySounds https://t.co/CGOSeWsoeU'}
814,BluRadioCo,{'translation_text': 'Russia sends six warships to the Black Sea: increased tension in Ukraine #VocesySounds https://t.co/fxXmyo9l8W'}
815,BluRadioCo,{'translation_text': '#Video Egan Bernal makes his first wheelchair moves #VocesySounds https://t.co/t8qUykI1qa'}
816,BluRadioCo,{'translation_text': 'War material and Bolivarian army camouflages were seized from ELN in Arauca #VocesySounds https://t.co/m1MGN3oQE4'}
817,BluRadioCo,{'translation_text': 'Two dead and one soldier killed leave Army fighting and Farc dissidence in Amalfi #VocesySounds https://t.co/ffIRmUGQnT'}
818,BluRadioCo,{'translation_text': 'Dollar today: 9 February 2022; TRM of the day #Economy https://t.co/1WxpM9MAjO'}
819,BluRadioCo,"{'translation_text': ""They capture alias 'El Negro', a member of the Second Marquetalia in the Huila #VocesySounds https://t.co/pk1xINLH3L""}"
820,BluRadioCo,"{'translation_text': '""Farc used minors and benefited from drug trafficking"": Attorney General\'s Office before JEP #VocesySounds https://t.co/OulJqoYTUx'}"
821,BluRadioCo,{'translation_text': '#TopBLU Colombia signed agreement with Moderna to purchase 10.8 million vaccines in 2022 https://t.co/7y01bCzV28'}
822,BluRadioCo,"{'translation_text': '#AlAir The events that are news in Colombia and the world, with @EduardinhoHV and @RicardoGonDuq Welcome to #TomorrowsBLU! Listen to us here »» https://t.co/kkrE7Ea31R «'}"
823,BluRadioCo,{'translation_text': '#TopBLU Venezuela accuses Colombia of wanting to export the conflict and reaffirms its relationship with Russia https://t.co/hnbJTo4gy8'}
824,BluRadioCo,"{'translation_text': '#TopBLU El Charco Persona, Nariño, broke into tears saying that community endures hunger for unemployment https://t.co/wATGgmkGiR'}"
825,BluRadioCo,{'translation_text': '#TopBLU Mexican skater confessed at JJ.OO Beijing 2022 that he began training for impressing a woman https://t.co/Vzt3rK0sV6'}
826,BluRadioCo,{'translation_text': '#TopBLU Indignation by video of footballer Kurt Zouma who kicked his cat as a soccer ball https://t.co/X4GG7dJZBg'}
827,BluRadioCo,{'translation_text': '#TopBLU “I missed a drink”: Gustavo Petro accepted that he was hit during a speech at Girardot https://t.co/orSXQw4FoM'}
828,BluRadioCo,"{'translation_text': '#TopBLU ""The Power of the Dog"" tops the list of Oscars 2022 with 12 nominations https://t.co/wSPZ87xXWX'}"
829,BluRadioCo,{'translation_text': '#TopBLU Constitutional Court to untangle mess by building Magno Towers in Cartagena https://t.co/Hib4E5lgDv'}
830,BluRadioCo,"{'translation_text': '#TopBLU Egan Bernal\'s mom: ""The hardest thing was when we were told she could stay in a wheelchair"" https://t.co/vWgJzcukm3'}"
831,BluRadioCo,"{'translation_text': ""#TopBLU Court revives euthanasia debate in non-terminal patients after Martha Sepúlveda's death https://t.co/9fpXOSpbjH""}"
832,BluRadioCo,{'translation_text': '#TopBLU Video: This is how the Cart Plate Counterfeiting Network works in Bogotá https://t.co/CJSzeE5EQC'}
833,BluRadioCo,{'translation_text': 'Welcome! We are now #AlAir in #BlaBlaBLU with actress and model Aura Cristina Geithner (@crissgeithner). Connect with @interelquintero! &gt;&gt;&gt; https://t.co/6jE06XGMbB &lt;&lt;&lt; https://t.co/s0gnHakuQF'}
834,BluRadioCo,"{'translation_text': ""#AlAir On tonight's topic at #BlaBlaBLU, tell us: Which coalition do you think will stay with the presidency of Colombia? Your opinions at #BlaBlaBLU Coalitions""}"
835,BluRadioCo,{'translation_text': '#BluPodcast Tragedy by avalanche in Pereira leaves 16 dead and dozens missing: summary of February 8 news #VocesySounds https://t.co/phgnLmNFXA'}
836,BluRadioCo,"{'translation_text': ""Prosecutor's Office about to conclude preliminary investigation by accident of Egan Bernal #VocesySounds https://t.co/2r0z7CQEds""}"
837,BluRadioCo,"{'translation_text': '#AlAir Andrés González, co-founder and CEO of the startup GoJom, talks at #BLU4P0 about the inclusion of his entrepreneurship in Y Combinator https://t.co/6jE06XGMbB'}"
838,BluRadioCo,"{'translation_text': 'Today at #BlaBlaBLU! The beautiful actress @crissgeithner will be with us from 10:00 p.m. And wait from 11:00 p.m. for the conversation with Carlos Arias (@cariasann), manager of public communication and politics at Strategy &amp; Power company. We expect you! https://t.co/TkpCIF62lv'}"
839,BluRadioCo,"{'translation_text': '#AlAir Nicolás Uribe, president of the Bogotá Chamber of Commerce, talks in #BLU4P0 about the survey of the productive sector in the capital and region https://t.co/6jE06XGMbB'}"
840,BluRadioCo,"{'translation_text': '#AlAir “In 2019, on average, in the information and communications sector we had 320,000 people working, of which activities were highlighted that showed elements of resilience, for example, in wireless telecommunications activities”: Juan Daniel Oviedo #BLU4P0 https://t.co/0IzFv9f9lm'}"
841,BluRadioCo,{'translation_text': 'Aida Merlano would have handed over to the Supreme Court the same evidence she handed to the prosecution in 2019 #VocesySounds https://t.co/RY8Be9xifG'}
842,BluRadioCo,{'translation_text': 'Bogotá air quality recorded moderate conditions on Tuesday #VocesySounds https://t.co/CGOSeWsoeU'}
843,BluRadioCo,"{'translation_text': '""Farc used minors and benefited from drug trafficking"": Attorney General\'s Office before JEP #VocesySounds https://t.co/OulJqoHQSx'}"
844,BluRadioCo,"{'translation_text': '#AlAir Juan Daniel Oviedo, director of @DANE_Colombia, connects at #BLU4P0 to talk about how unemployment affects the technology sector in Colombia. Follow the conversation at #FacebookLive https://t.co/Ju8M70IpjW'}"
845,BluRadioCo,"{'translation_text': 'Welcome! Start #BLU4P0, connect with @anamilegut and @MonicaMZuluaga. Head: @juamon Listen to them via https://t.co/6WKyAWYWjP and @BluRadioCo https://t.co/tAWKipce3d'}"
846,BluRadioCo,{'translation_text': 'Colombian family killed in Chile asks for help to repatriate body #VocesySounds https://t.co/4VIXFBDaKC'}
847,BluRadioCo,"{'translation_text': 'Today at #BlaBlaBLU! The beautiful actress @crissgeithner will be with us from 10:00 p.m. And wait from 11:00 p.m. for the conversation with Carlos Arias (@cariasann), manager of public communication and politics at Strategy &amp; Power. We expect you! https://t.co/Lo5bTi5x0Q'}"
848,BluRadioCo,"{'translation_text': 'In minutes! Juan Daniel Oviedo, director of Dane, will speak at #BLU4P0 about how unemployment affects the technology sector in Colombia. Address: @juamon Connect at https://t.co/6jE06XpaN1 https://t.co/fi0umAz6Rf'}"
849,BluRadioCo,{'translation_text': 'Ecopetrol revealed that it will invest up to $6 billion annually until 2040 #BusinessBLU https://t.co/GAIn2wEVep'}
850,BluRadioCo,{'translation_text': 'Tonight at #BLU4P0! Dane Director Juan Daniel Oviedo will talk about unemployment and how it affects the technology sector in Colombia. It leads: @juamon https://t.co/Q1eQxyv2hZ'}
851,BluRadioCo,"{'translation_text': '#Attention On the road that connects Cucuta to Tibu, the security forces deactivated a dump that was full of explosives. The vehicle was loaded by the ELN and had 85 improvised devices and 19 launch media with a capacity of 400 meters around.'}"
852,BluRadioCo,{'translation_text': 'Welcome! The moves of the financial world are in #BusinessBLU Direct: @VictorGrosso Connect https://t.co/6jE06XGMbB'}
853,BluRadioCo,{'translation_text': 'United States warns of a threat from foreign actors in the elections in Colombia #VocesySounds https://t.co/HdPfQPU31U'}
854,BluRadioCo,{'translation_text': 'Transit of Soacha violated jurisdiction of Bogotá for helping official crash official car #VocesySounds https://t.co/7nBxDkW1nA'}
855,BluRadioCo,"{'translation_text': ""Game Over: capture 'Mario Bross', designated leader of the Gulf Clan #VocesySounds https://t.co/28LtkY6NgT""}"
856,BluRadioCo,"{'translation_text': ""They capture alias 'El Negro', a member of the Second Marquetalia in the Huila #VocesySounds https://t.co/pk1xINuE1L""}"
857,BluRadioCo,"{'translation_text': '#Cronovirus enlargement in Colombia: 9,730 new infections this Tuesday, already going 5,985,516 https://t.co/vav8Ge8Ykg'}"
858,BluRadioCo,{'translation_text': '#Enlargement 205 new deaths due to coronavirus confirmed in Colombia: 136.197 https://t.co/M1859Ffwzp'}
859,BluRadioCo,"{'translation_text': '""It is important that Russia choose its allies well"": Marta Lucía Ramírez #VocesySounds https://t.co/9T2ZJ3gmvg'}"
860,BluRadioCo,"{'translation_text': ""Meeting with NATO Secretary General in the midst of tension with Russia: Duke's agenda in Europe #VocesySounds https://t.co/HvIgon4KiJ""}"
861,BluRadioCo,"{'translation_text': 'Alert in the municipality of La Sierra, Cauca, due to risk of avalanche #VocesySounds https://t.co/to3hW45yFB'}"
862,BluRadioCo,"{'translation_text': ""Over 60 years old ask to be prioritized in ICU 'ethical triage' in the framework of the #VocesySounds pandemic https://t.co/54n7t03vZw""}"
863,BluRadioCo,"{'translation_text': 'Today at #BlaBlaBLU! The beautiful actress @crissgeithner will be with us from 10:00 p.m. And wait from 11:00 p.m. for the conversation with Carlos Arias (@cariasann), manager of public communication and politics at the company Strategy &amp; Power. We expect you! https://t.co/5hpiXhfjqg'}"
864,BluRadioCo,"{'translation_text': '#They saidInBLU Armando Novoa, former judge of the National Electoral Council (CNE), spoke about the structural problems posed by the surveys in the functioning of democracies #TomorrowsBLU #ColombiaEstaAlAir https://t.co/cQx0EKY3XN'}"
865,BluRadioCo,"{'translation_text': ""#HistoryEnBLU Latin America's biggest rock festival returns to the stage after two years of absence on account of the pandemic https://t.co/r4UXV8wuTN""}"
866,BluRadioCo,"{'translation_text': 'Lionel Messi already has his own burger and at #Intertime with @Casticamila, we tell you when it will be available worldwide https://t.co/88atQKG3Zu'}"
867,BluRadioCo,"{'translation_text': ""They capture a man who hit the bride with a board over his head because he didn't lend her 20,000 pesos https://t.co/WqeNki1g7z #VocesySounds""}"
868,BluRadioCo,"{'translation_text': 'On the sidewalk La Morelia Baja, in the municipality of Quimbaya, in the west of Quindío, Mario Garzón, alias Mario Bross, leader of the Gulf Clan during Operation San Antonio, was captured in an operation of the Police Dijin. #VocesySounds https://t.co/EYHFTZXUZi'}"
869,BluRadioCo,{'translation_text': '#Update Increase to 16 the number of deaths per avalanche in Pereira #EnDevelopment https://t.co/l9JHC1fQU4'}
870,BluRadioCo,"{'translation_text': ""Court revives euthanasia debate in non-terminal patients after Martha Sepúlveda's death #VocesySounds https://t.co/gyvEy864lN""}"
871,BluRadioCo,{'translation_text': '#Sports How will Colombian clubs fare in international tournaments during 2022? https://t.co/EYErXNHMfX'}
872,BluRadioCo,{'translation_text': '“I missed a drink”: Gustavo Petro accepted that he was hit during a speech at Girardot #VocesySounds https://t.co/mX5uSMEPTb'}
873,BluRadioCo,{'translation_text': 'Rock returns to the Park in 2022: how to register and participate #VocesySounds https://t.co/1R54BigNsa'}
874,BluRadioCo,{'translation_text': 'Video: This is how the Cart Plate Counterfeiting Network works in Bogotá #VocesySounds https://t.co/CJSzeE5EQC'}
875,BluRadioCo,{'translation_text': 'Constitutional Court to untangle mess by building Magno Towers in Cartagena #VocesySounds https://t.co/fUWj2pYHpC'}
876,BluRadioCo,{'translation_text': '#Viral Five curiosities of Oscar nominations 2022 https://t.co/tiLc7g4nUN https://t.co/nHyZEeJsDR'}
877,BluRadioCo,"{'translation_text': ""[HILO] Colonel (r) of the Robinson González del Río Army kept silent about whether or not to accept the charges charged by the Prosecutor's Office as alleged responsible for crimes associated with drug trafficking""}"
878,BluRadioCo,{'translation_text': 'Álvaro Uribe Vélez will be heard for four hours before the prosecution on March 10 #VocesySounds https://t.co/MclssS6TmR'}
879,BluRadioCo,{'translation_text': 'Suspended match between Deportivo Pereira and Eleven Caldas #MeridianoBLU https://t.co/ItAwhTVi8u'}
880,BluRadioCo,"{'translation_text': '""The past, stepped on"": Alex Char\'s wife breaks the silence after revelations by Aida Merlano #MeridianoBLU https://t.co/vPToH4KQYi'}"
881,BluRadioCo,{'translation_text': 'Photos: Tragedy by sliding in Pereira already leaves 14 dead and about 30 injured #MeridianoBLU https://t.co/wLorXVGN0n'}
882,BluRadioCo,{'translation_text': 'Video: Impressive rescue of avalanche survivors in the La Esneda neighborhood of Pereira #MeridianoBLU https://t.co/cyS3XDCFqo'}
883,BluRadioCo,"{'translation_text': '#AlAir At this time the mayor of Pereira, Carlos Maya, speaks about the landslide that was presented in the La Esneda neighborhood of that city #MeridianoBLU https://t.co/6jE06XGMbB'}"
884,BluRadioCo,{'translation_text': 'Welcome! Start #MeridianoBLU with the information of the moment in Colombia and the world. Direct: @ricarospina'}
885,BluRadioCo,"{'translation_text': 'Is the Colombian peso the most devalued currency in the world? According to Big Mac index, it is not #TomorrowsBLU #ColombiaEstaAlAir https://t.co/Z7Dv6yKfnj'}"
886,BluRadioCo,{'translation_text': 'Constitutional Court will consider whether Judge Cristina Pardo is challenged in the abortion debate #VocesySounds https://t.co/nnkh1Yfpks'}
887,BluRadioCo,{'translation_text': '#Video Policemen without uniform and with firearms in Bosa were behind microtraffic band #VocesySounds https://t.co/3Lt4zNBeeG'}
888,BluRadioCo,"{'translation_text': 'Tomorrow $158 million will be drawn in the USA and, best of all, any Colombian can participate in the draw without having American citizenship. Imagine winning this sum and fulfilling all your dreams? Click here to learn more. @TheLotter https://t.co/qlJawR2mQD'}"
889,BluRadioCo,{'translation_text': 'Photos: Tragedy by landslide in Pereira already leaves eight dead and 28 injured #VocesySounds https://t.co/quLy4qlW98'}
890,BluRadioCo,"{'translation_text': 'The reasons why the pope is so expensive, according to the price coordinator of Corabastos #TomorrowsBLU #ColombiaEstaAlAir https://t.co/hrZqQLseTI'}"
891,BluRadioCo,{'translation_text': '#AlAir Who regulates polls? Analysis in #TomorrowsBLU when #ColombiaAlAir is with lawyer Armando Novoa and Senator @Rodrigo_Lara_ #FacebookLive https://t.co/Q921Ni5Cea https://t.co/gk3KM4HuSO'}
892,BluRadioCo,{'translation_text': 'US allocates an additional $8 million for police transformation in Colombia #TomorrowsBLU https://t.co/A7qrFsqmJx'}
893,BluRadioCo,"{'translation_text': ""#AlAir Manuela de Gamboa, partner of Brazil Venture Capital Colombia and one of the program's leaders, connects in #TomorrowsBLU when #ColombiaEstaAlAir, delivers details of the initiative https://t.co/6jE06XGMbB https://t.co/0EAUoDEGmh""}"
894,BluRadioCo,{'translation_text': 'They kidnap bulldog bitch in Bogotá with a gun and fake plate cart; they ask for rescue #VocesySounds https://t.co/pJbf5Afhtl'}
895,BluRadioCo,"{'translation_text': '#HistoryEnBLU Three patients with paraplegia walk again thanks to the technique developed by a group of scientists in Switzerland, including a Colombian woman https://t.co/os76oa6zkL'}"
896,BluRadioCo,{'translation_text': '#AlAir Is it possible for national and local rulers not to participate in politics?The analysis in #TomorrowsBLU when #ColombiaIsAlAir with attorney Juan Carlos Esguerra https://t.co/6jE06XGMbB https://t.co/OQZsVMhgid'}
897,BluRadioCo,{'translation_text': 'Colombiana is part of the scientific team that created technique to return mobility to paraplegics #TomorrowsBLU https://t.co/wMfPiF0nE5'}
898,BluRadioCo,"{'translation_text': '#Viral ""The Power of the Dog"" tops the list of Oscars 2022 with 12 nominations https://t.co/wSPZ87Pzlx'}"
899,BluRadioCo,"{'translation_text': 'Persona de El Charco, Nariño, broke in tears saying that community endures hunger from the strike #VocesySounds https://t.co/wATGgmkGiR'}"
900,rcnlaradio,{'translation_text': 'That they believe about how people shit'}
901,rcnlaradio,"{'translation_text': 'Hello, funny gossips.'}"
902,rcnlaradio,{'translation_text': 'Hi https://t.co/HDceHhAEOz'}
903,rcnlaradio,"{'translation_text': ""Hi, I'm Charlie.""}"
904,rcnlaradio,{'translation_text': 'B UHT nhnb6vvvvvc 4r'}
905,rcnlaradio,{'translation_text': 'Follow news from Colombia and the world at @rcnradio where the news is https://t.co/5lhzr9Q7t6'}
906,VickyDavilaH,{'translation_text': 'Barranquilla traders call march against extortion https://t.co/bIZ4W3Ui75'}
907,VickyDavilaH,"{'translation_text': ""Egan Bernal's mother revealed in Caracol News the most distressing moments she and her family experienced after the accident https://t.co/QFbPadcgyL""}"
908,VickyDavilaH,{'translation_text': 'Disable a bomb dump containing more than 80 explosive devices in Tibu https://t.co/laK6DYwEew'}
909,VickyDavilaH,{'translation_text': 'Will school closures by covid lead to a new generation lost? https://t.co/kcRorfWzRl'}
910,VickyDavilaH,"{'translation_text': 'Tragedy in Pereira: 15 killed and three disappeared by collapse, including two children https://t.co/QXFKYC6IFb'}"
911,VickyDavilaH,{'translation_text': 'US warns foreign agents who want to manipulate elections in Colombia https://t.co/2DhRMa0rPU'}
912,VickyDavilaH,{'translation_text': 'Video  Niño followed Rigoberto Urán on the rise and also surprised Dumoulin https://t.co/V72vvUtfWF'}
913,VickyDavilaH,"{'translation_text': 'Katia Nule, wife of Álex Char talks about the scandal involving Char for statements by Aida Merlano https://t.co/6qQbwgALcp'}"
914,VickyDavilaH,{'translation_text': 'Meeting Claudia López and Gustavo Petro: political agreement for the elections? https://t.co/pZHyUpo7lu'}
915,VickyDavilaH,{'translation_text': 'Attention! Severe emergency in Pereira due to heavy rain and landslide: there are at least six dead https://t.co/QXFKYC6IFb'}
916,VickyDavilaH,"{'translation_text': 'Gilinski Group would not do more OPAs for GEA companies, according to Forbes https://t.co/eesY3a6dEr'}"
917,VickyDavilaH,{'translation_text': 'Is there a truce of the Gilinski OPAs by the GEA companies? https://t.co/UyXxkSmQfN'}
918,VickyDavilaH,{'translation_text': 'OPA by Sura and Nutresa: start dates for the sale of shares https://t.co/I4lX8Fc7rC'}
919,VickyDavilaH,{'translation_text': 'Claudia López and Gustavo Petro did meet https://t.co/pUF4mirc0d'}
920,VickyDavilaH,{'translation_text': '25-year-old boy was found dead at his house in Medellín; his hands were tied https://t.co/CbnwFOT2nn'}
921,VickyDavilaH,{'translation_text': 'Video I Recording of the exact moment of the accident of Egan Bernal is known.Primicia de NewsRCN JoseMacevedo https://t.co/1WtFR68oaM'}
922,VickyDavilaH,{'translation_text': 'Attention! Office of the Attorney General asks that two crimes be committed in favor of former President Uribe https://t.co/lSolyFZPzq'}
923,VickyDavilaH,{'translation_text': 'Alex Char will denounce Aida Merlano for false testimony https://t.co/fK6HKz3dly'}
924,VickyDavilaH,{'translation_text': 'Who are the best candidates for the Senate? Names and why.'}
925,VickyDavilaH,{'translation_text': 'The crossroads of the independent members of Grupo Argos https://t.co/bCZozp7HLJ'}
926,VickyDavilaH,{'translation_text': 'Harassment of Army Brigade 30 in Cúcuta alerts its inhabitants and authorities https://t.co/lOR3IgmSym'}
927,VickyDavilaH,"{'translation_text': 'As when the envious spends the whole class looking at what the other has and of course does not live, he is not happy with what he has and always wants what the other has. That rots the soul, makes hatred grow, blurring and sick. The one that is constantly compared is a complex.'}"
928,VickyDavilaH,{'translation_text': 'The latest: earthquake of 4.4 magnitude in Huila and some areas of Cundinamarca https://t.co/VzOTFIhMbY'}
929,VickyDavilaH,{'translation_text': 'Primicia: more allegations of sexual abuse against Professor Fabián Sanabria. Victims must always be the priority and must be heard. https://t.co/atI1Zw3qab'}
930,VickyDavilaH,"{'translation_text': 'When Colombians begin to demand that their rulers be exemplary in the full sense of the word, they may begin to change politics and the country itself. In serious countries personal “errors” are paid at high prices. Everything is justified and excused here.'}"
931,VickyDavilaH,"{'translation_text': 'Alex Char reappeared happily with his coalition, in the midst of scandal over accusations by Aida Merlano https://t.co/BSo9phJwIt'}"
932,VickyDavilaH,{'translation_text': 'Rodolfo Hernández denounced threats against him and made a radical decision https://t.co/5LXwFpW857'}
933,VickyDavilaH,{'translation_text': 'Thus the plan for the escape of Aida Merlano was developed https://t.co/837dsPFuu7'}
934,VickyDavilaH,{'translation_text': '“Let yourself be pampered like cats”: the phrase that marked alleged victims of Fabián Sanabria https://t.co/dSVl2oBNBg'}
935,VickyDavilaH,"{'translation_text': '“It’s Born Again”, Egan Bernal’s first words after being discharged https://t.co/5y1opjcdWK'}"
936,VickyDavilaH,{'translation_text': '“We will denounce Alex Char for kidnapping and rape of Aida Merlano”: lawyer Miguel del Río https://t.co/FM9pwgD249'}
937,VickyDavilaH,{'translation_text': 'Thank God and the medical staff of the Clinic of the Savannah!!! Egan Bernal is back on his feet https://t.co/DKVuksXLhY'}
938,VickyDavilaH,"{'translation_text': 'The latest  Egan Bernal is discharged, with encouraging medical partbravo champion  https://t.co/7p4Yg7jAi'}"
939,VickyDavilaH,"{'translation_text': 'On February 17, 2020, I arrived in Caracas, without conditions. There I obtained the first testimony of Aida Merlano in exclusive. His complaint became official in the Court 2 years later where he gave evidence https://t.co/3AERduURzU to me never brought them to me because they threatened her.'}"
940,VickyDavilaH,{'translation_text': '“The Char and the Gerlein offered me 6 billion to escape”: Aida Merlano https://t.co/D73KRE0pP3'}
941,VickyDavilaH,"{'translation_text': 'VIDEO  With assistance included, Luis Díaz made his debut with Liverpool https://t.co/KwWRZfYOEy'}"
942,VickyDavilaH,{'translation_text': '“I am protected by the government” by Nicolás Maduro: Aida Merlano says so in the Court https://t.co/VT5Dc7KLCa'}
943,VickyDavilaH,"{'translation_text': 'Aida Merlano accused Arthur, Alex and Fuad Char of wanting to kill her and bury her https://t.co/3yMeeg5QeZ'}"
944,VickyDavilaH,"{'translation_text': ""Exclusive: The photos of Iván Márquez's dissents in Venezuela https://t.co/6v7kHpqdCo""}"
945,VickyDavilaH,{'translation_text': 'Aida Merlano reveals a key video call in the investigation for her escape https://t.co/Wf9q4KN8fy'}
946,VickyDavilaH,{'translation_text': 'Federico Gutiérrez and Alex Char lead voting intention in their coalition https://t.co/T8oVrbqfCI'}
947,VickyDavilaH,{'translation_text': 'José Pékerman broke the silence: he clarified his departure from Colombia Selection https://t.co/dl3OqLQvJJ'}
948,VickyDavilaH,{'translation_text': 'Elections 2022: these are the results of the most recent survey of the National Center of Consulting for WEEK #SurveyWeek https://t.co/5KS5H57cQp'}
949,VickyDavilaH,{'translation_text': '#SurveyWeek if the elections were today... Gustavo Petro and Rodolfo Hernández would go on for the second round https://t.co/LYDmIvInNK'}
950,VickyDavilaH,{'translation_text': 'Living with mutual praise is simply living from deceit and falsehood in a bubble...'}
951,VickyDavilaH,"{'translation_text': ""Hurricane Ingrid: is already the third in intention to vote for the presidency, after Gustavo Petro and Rodolfo Hernández #ElHuracanÍngrid #SurveyWe'll see all the results here https://t.co/kDzC6D4628""}"
952,VickyDavilaH,{'translation_text': 'Between the pain and the miracle: the incredible story of the patrolman who survived a shot in the head by a criminal. His partner was killed. https://t.co/Gs5dMuytFF'}
953,VickyDavilaH,{'translation_text': 'The tragedy of Patio Bonito: a trip to the landfill to which they blame for malformations in babies jamir_mina https://t.co/sEn6cSCv8u'}
954,VickyDavilaH,{'translation_text': 'Exclusive: more allegations of sexual abuse against Professor Fabián Sanabria https://t.co/atI1Zw2SkD'}
955,VickyDavilaH,{'translation_text': 'The file that entangles a brother of Piedad Córdoba with drug trafficking and the dissidence of the Farc in the United States https://t.co/APkhBhEBQG'}
956,VickyDavilaH,{'translation_text': 'Attention: the massacre of his lieutenants ordered by Iván Márquez by paranoia https://t.co/drjLn1TYFR'}
957,VickyDavilaH,"{'translation_text': 'Alex Char and Aida Merlano: a story of love, money, votes and corruption? #LasProuebasContraChar https://t.co/XarmVDF4Wc'}"
958,VickyDavilaH,"{'translation_text': 'Exclusive: With security video, Aida Merlano reveals that Álex Char would have given him 500 million pesos for his campaign #LasTestasContraChar https://t.co/QhhjiM7NDG'}"
959,VickyDavilaH,"{'translation_text': 'Petro, Fico, Char y Fajardo: the potential winners of the interparty consultations #SurveyWeek https://t.co/Sm1SDqQYZ1'}"
960,VickyDavilaH,{'translation_text': 'The second presidential round would be between Gustavo Petro and Rodolfo Hernández: who would win? #SurveyWeek https://t.co/nLp4aOjxYU'}
961,VickyDavilaH,"{'translation_text': 'Exclusive: Aida Merlano revealed details about her escape and accused the Chars of organizing, financing and wanting to kill her #LasProuebasContraChar https://t.co/YuDX6CohW9'}"
962,VickyDavilaH,"{'translation_text': '#Portada Hurricane Ingrid: is already the third intending to vote for the Presidency, after Gustavo Petro and Rodolfo Hernández https://t.co/kDzC6D4628 #ElHuracanÍngrid https://t.co/aB7awaLA6J'}"
